story_id,rework_state,approval_gate,reason,next_action
STORY-0099,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0100,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0101,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0102,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0103,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0104,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0105,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0106,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0107,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0108,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0109,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0110,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0111,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0112,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0113,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0114,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0115,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0116,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0117,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0118,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0119,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0120,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0121,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0122,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0123,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0124,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0125,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0126,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0127,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0128,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0129,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0130,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0131,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0132,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0133,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0134,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
